photons,time,photons_per_second
131072,0.677938,193.339298
131072,0.676638,193.710551
131072,0.676839,193.653276
131072,0.663959,197.409727
131072,0.661676,198.090989
131072,0.668011,196.212242
131072,0.664505,197.247516
131072,0.665626,196.915242
131072,0.66464,197.207397
131072,0.680718,192.549622
131072,0.665698,196.894187
131072,0.664317,197.303374
131072,0.663802,197.456337
131072,0.662835,197.744539
131072,0.665073,197.079117
131072,0.662828,197.746529
131072,0.662792,197.757428
131072,0.665732,196.884135
131072,0.665518,196.947467
131072,0.666385,196.690957
131072,0.664124,197.360649
131072,0.664724,197.182703
131072,0.668259,196.139549
131072,0.666054,196.788874
131072,0.664318,197.302967
131072,0.663988,197.401271
131072,0.704654,186.008982
131072,0.664044,197.384474
131072,0.664702,197.18925
131072,0.664397,197.279674
