photons,time,photons_per_second
131072,0.210151,623.703836
131072,0.208405,628.92927
131072,0.208551,628.48979
131072,0.208881,627.496177
131072,0.209295,626.254469
131072,0.209822,624.681595
131072,0.209777,624.816251
131072,0.211216,620.559771
131072,0.209217,626.489442
131072,0.209012,627.101781
131072,0.208593,628.362821
131072,0.20874,627.919226
131072,0.208813,627.701302
131072,0.20893,627.349015
131072,0.208707,628.018062
131072,0.209343,626.111143
131072,0.210984,621.240851
131072,0.208691,628.067984
131072,0.208565,628.4479
131072,0.209004,627.128035
131072,0.208521,628.580602
131072,0.208829,627.65282
131072,0.208674,628.118221
131072,0.209481,625.6991
131072,0.208609,628.314082
131072,0.231093,567.183048
131072,0.209767,624.846306
131072,0.208764,627.848306
131072,0.208896,627.449771
131072,0.208317,629.195011
