photons,time,photons_per_second
131072,0.185564,706.344169
131072,0.186947,701.118244
131072,0.186322,703.470627
131072,0.183183,715.52344
131072,0.187689,698.348229
131072,0.1875,699.051136
131072,0.187006,700.896353
131072,0.186985,700.977442
131072,0.187614,698.624387
131072,0.185713,705.778513
131072,0.183728,713.402033
131072,0.1828,717.025643
131072,0.183008,716.210435
131072,0.182657,717.586429
131072,0.182391,718.633455
131072,0.183072,715.956828
131072,0.182803,717.013079
131072,0.182645,717.632236
131072,0.18319,715.495747
131072,0.182897,716.644484
131072,0.182774,717.127124
131072,0.183446,714.499183
131072,0.182494,718.225959
131072,0.182767,717.152275
131072,0.182936,716.490081
131072,0.205068,639.163152
131072,0.182917,716.566831
131072,0.184469,710.538332
131072,0.183251,715.258149
131072,0.183124,715.754201
