photons,time,photons_per_second
4194304,5.114951,820.0086
4194304,5.182395,809.336999
4194304,5.244442,799.761693
4194304,5.159266,812.965205
4194304,5.149425,814.51897
4194304,5.109876,820.823002
4194304,5.225667,802.635198
4194304,5.201229,806.406406
4194304,5.223632,802.947793
4194304,5.160694,812.740244
4194304,5.175356,810.437801
4194304,5.198779,806.786421
4194304,5.147999,814.74459
4194304,5.140501,815.932871
4194304,5.152001,814.111578
4194304,5.124803,818.432229
4194304,5.102522,822.00603
4194304,5.124352,818.504287
4194304,5.07612,826.281491
4194304,5.108944,820.972796
4194304,5.13592,816.660757
4194304,5.14517,815.192537
4194304,5.07625,826.260268
4194304,5.06351,828.339243
4194304,5.074594,826.529986
4194304,5.108553,821.035594
4194304,5.083997,825.001199
4194304,5.079908,825.66542
4194304,5.078239,825.936699
4194304,5.121407,818.975001
