photons,time,photons_per_second
4194304,4.406738,951.793382
4194304,4.374956,958.707752
4194304,4.388585,955.730373
4194304,4.387614,955.941879
4194304,4.439261,944.820247
4194304,4.37732,958.189898
4194304,4.379172,957.784764
4194304,4.363114,961.309686
4194304,4.390367,955.342429
4194304,4.46759,938.829295
4194304,4.445452,943.504476
4194304,4.521074,927.723022
4194304,4.531714,925.544692
4194304,4.599518,911.900801
4194304,4.51502,928.966838
4194304,4.416158,949.763175
4194304,4.371523,959.460666
4194304,4.374247,958.863024
4194304,4.406748,951.791242
4194304,4.378857,957.853721
4194304,4.366532,960.557256
4194304,4.388521,955.744232
4194304,4.412596,950.529736
4194304,4.367772,960.284504
4194304,4.370938,959.589053
4194304,4.374554,958.795873
4194304,4.380532,957.487347
4194304,4.470056,938.311244
4194304,4.405319,952.100019
4194304,4.437784,945.134723
