photons,time,photons_per_second
131072,0.630126,208.00931
131072,0.626767,209.123843
131072,0.644951,203.227834
131072,0.632954,207.079855
131072,0.627882,208.752541
131072,0.62838,208.587156
131072,0.62679,209.116347
131072,0.626287,209.284131
131072,0.632507,207.226098
131072,0.627437,208.900495
131072,0.62806,208.693483
131072,0.626657,209.160586
131072,0.636852,205.812195
131072,0.629867,208.094868
131072,0.626819,209.106562
131072,0.627122,209.005666
131072,0.630936,207.742107
131072,0.627842,208.765855
131072,0.627086,209.017443
131072,0.627845,208.764793
131072,0.639118,205.082767
131072,0.631574,207.532323
131072,0.631102,207.687661
131072,0.632251,207.310147
131072,0.630894,207.755978
131072,0.62803,208.70336
131072,0.636512,205.922181
131072,0.629855,208.098811
131072,0.628204,208.645737
131072,0.63037,207.928522
