photons,time,photons_per_second
131072,0.694216,188.805713
131072,0.693773,188.926374
131072,0.696965,188.061195
131072,0.714199,183.523005
131072,0.693517,188.996181
131072,0.695271,188.519364
131072,0.693438,189.017603
131072,0.693911,188.888878
131072,0.694691,188.676828
131072,0.695683,188.407518
131072,0.69348,189.006237
131072,0.694627,188.693962
131072,0.693531,188.992385
131072,0.697539,187.906314
131072,0.694633,188.692351
131072,0.69484,188.636312
131072,0.714055,183.560203
131072,0.694356,188.767705
131072,0.694888,188.623284
131072,0.693865,188.901416
131072,0.695116,188.561306
131072,0.696542,188.175213
131072,0.693469,189.009156
131072,0.693863,188.901767
131072,0.695261,188.522041
131072,0.690584,189.798859
131072,0.696114,188.290963
131072,0.694425,188.74894
131072,0.693509,188.998361
131072,0.696199,188.267909
