photons,time,photons_per_second
4194304,1.428593,2935.96829
4194304,1.432724,2927.502539
4194304,1.430916,2931.201441
4194304,1.429928,2933.227381
4194304,1.422994,2947.519704
4194304,1.434372,2924.139511
4194304,1.428625,2935.903719
4194304,1.43341,2926.102356
4194304,1.432536,2927.887068
4194304,1.42519,2942.979576
4194304,1.423268,2946.953472
4194304,1.430442,2932.173656
4194304,1.433754,2925.400819
4194304,1.430979,2931.073216
4194304,1.427196,2938.842313
4194304,1.430044,2932.990367
4194304,1.448595,2895.428282
4194304,1.425356,2942.636802
4194304,1.431704,2929.587963
4194304,1.433463,2925.993551
4194304,1.42641,2940.46088
4194304,1.432935,2927.072526
4194304,1.430044,2932.990319
4194304,1.423879,2945.688596
4194304,1.426204,2940.886489
4194304,1.42781,2937.578828
4194304,1.432524,2927.911935
4194304,1.422783,2947.958485
4194304,1.426506,2940.263322
4194304,1.421468,2950.684748
4194304,1.428571,2936.014441
4194304,1.42055,2952.590903
4194304,1.433819,2925.267991
4194304,1.420717,2952.244473
4194304,1.429907,2933.270713
4194304,1.43404,2924.815727
4194304,1.512497,2773.098997
4194304,1.430971,2931.089894
4194304,1.430694,2931.656592
4194304,1.426204,2940.885439
4194304,1.430979,2931.072823
4194304,1.438217,2916.321406
4194304,1.426149,2940.998983
4194304,1.432329,2928.309606
4194304,1.424249,2944.922607
4194304,1.434093,2924.708638
4194304,1.435414,2922.015985
4194304,1.43388,2925.142722
4194304,1.427045,2939.15421
4194304,1.434536,2923.804666
