photons,time,photons_per_second
524288,2.693372,194.658569
524288,2.66623,196.640205
524288,2.682191,195.470051
524288,2.687768,195.064431
524288,2.680336,195.605318
524288,2.714101,193.171872
524288,2.685426,195.234572
524288,2.691592,194.787333
524288,2.705528,193.783955
524288,2.713939,193.183391
524288,2.676236,195.904986
524288,2.685795,195.207778
524288,2.687418,195.08986
524288,2.673505,196.105125
524288,2.67341,196.112117
524288,2.728096,192.180918
524288,2.692467,194.723998
524288,2.67718,195.835893
524288,2.704756,193.839266
524288,2.679482,195.667675
524288,2.677385,195.82094
524288,2.920903,179.495159
524288,2.69124,194.812788
524288,2.701093,194.10214
524288,2.684545,195.298669
524288,2.669722,196.383021
524288,2.683726,195.358265
524288,2.691813,194.771342
524288,2.69699,194.397477
524288,2.679738,195.648989
