photons,time,photons_per_second
524288,1.519703,344.993771
524288,1.510369,347.125661
524288,1.496649,350.307883
524288,1.49755,350.097209
524288,1.501334,349.214696
524288,1.49688,350.253808
524288,1.497196,350.179923
524288,1.499356,349.675548
524288,1.497638,350.076641
524288,1.497967,349.999758
524288,1.499931,349.541526
524288,1.500457,349.418867
524288,1.50456,348.465971
524288,1.498439,349.889549
524288,1.496736,350.287591
524288,1.495935,350.475153
524288,1.498221,349.94025
524288,1.498723,349.823034
524288,1.496632,350.311893
524288,1.501985,349.063424
524288,1.50063,349.378481
524288,1.497277,350.161085
524288,1.500233,349.471098
524288,1.50251,348.941516
524288,1.501821,349.101576
524288,1.495284,350.627615
524288,1.495788,350.509568
524288,1.50096,349.301723
524288,1.496954,350.236613
524288,1.495586,350.556874
