photons,time,photons_per_second
32768,0.200146,163.720173
32768,0.197873,165.601496
32768,0.200561,163.381885
32768,0.198096,165.415126
32768,0.197695,165.750517
32768,0.197864,165.608384
32768,0.199377,164.352345
32768,0.199096,164.584052
32768,0.197702,165.744372
32768,0.197758,165.697831
32768,0.198287,165.255572
32768,0.198016,165.481604
32768,0.199143,164.545275
32768,0.198032,165.468216
32768,0.197876,165.598408
32768,0.198121,165.39371
32768,0.197778,165.680797
32768,0.198373,165.184137
32768,0.197813,165.651643
32768,0.197873,165.60081
32768,0.197851,165.619441
32768,0.198223,165.30877
32768,0.19822,165.31123
32768,0.200095,163.762417
32768,0.19811,165.402885
32768,0.200734,163.241004
32768,0.19806,165.444958
32768,0.19773,165.720674
32768,0.198279,165.261739
32768,0.197779,165.679567
