photons,time,photons_per_second
32768,0.168889,194.02144
32768,0.169687,193.108429
32768,0.171755,190.783838
32768,0.170162,192.569315
32768,0.16766,195.44286
32768,0.169989,192.765938
32768,0.168151,194.872275
32768,0.166965,196.256677
32768,0.167486,195.646506
32768,0.17024,192.481141
32768,0.167194,195.987829
32768,0.171213,191.386837
32768,0.167162,196.025788
32768,0.170682,191.982718
32768,0.168021,195.023513
32768,0.166273,197.073123
32768,0.167479,195.654377
32768,0.170487,192.201828
32768,0.17039,192.311852
32768,0.167572,195.54553
32768,0.166908,196.32415
32768,0.169807,192.972259
32768,0.17597,186.213196
32768,0.166233,197.120361
32768,0.16772,195.373346
32768,0.169369,193.471241
32768,0.167009,196.20491
32768,0.166467,196.843422
32768,0.171765,190.772629
32768,0.168128,194.899189
