photons,time,photons_per_second
1048576,0.162396,6456.889791
1048576,0.168065,6239.092241
1048576,0.168292,6230.697417
1048576,0.162453,6454.644136
1048576,0.16828,6231.129876
1048576,0.164806,6362.473133
1048576,0.162624,6447.870514
1048576,0.162345,6458.934101
1048576,0.162421,6455.922218
1048576,0.163759,6403.171376
1048576,0.174693,6002.407264
1048576,0.166834,6285.146318
1048576,0.168167,6235.329123
1048576,0.163337,6419.699394
1048576,0.162696,6444.99843
1048576,0.163403,6417.131555
1048576,0.163843,6399.891679
1048576,0.16805,6239.684368
1048576,0.168614,6218.804262
1048576,0.162385,6457.353831
1048576,0.167839,6247.516398
1048576,0.18296,5731.168005
1048576,0.167704,6252.553431
1048576,0.167017,6278.252937
1048576,0.16879,6212.324189
1048576,0.171772,6104.476248
1048576,0.167013,6278.40326
1048576,0.162995,6433.172494
1048576,0.168376,6227.60308
1048576,0.162963,6434.429418
