photons,time,photons_per_second
131072,0.262195,499.903205
131072,0.238376,549.854111
131072,0.239601,547.043666
131072,0.238607,549.320612
131072,0.238515,549.533694
131072,0.238921,548.598769
131072,0.239126,548.130315
131072,0.238372,549.862372
131072,0.238958,548.514441
131072,0.23958,547.091112
131072,0.239115,548.155187
131072,0.239111,548.163235
131072,0.239338,547.643536
131072,0.240037,546.048654
131072,0.238427,549.737006
131072,0.239338,547.644405
131072,0.23953,547.205704
131072,0.239503,547.266249
131072,0.238948,548.538224
131072,0.240574,544.829719
131072,0.240899,544.095679
131072,0.239289,547.75664
131072,0.239458,547.36978
131072,0.239401,547.500518
131072,0.239509,547.253569
131072,0.23943,547.43441
131072,0.240558,544.86759
131072,0.240005,546.120984
131072,0.239656,546.917072
131072,0.242411,540.70252
