photons,time,photons_per_second
524288,3.066507,170.972403
524288,3.076037,170.442698
524288,3.059151,171.383512
524288,3.062355,171.204211
524288,3.057261,171.489423
524288,3.05816,171.43904
524288,3.057082,171.499474
524288,3.058934,171.395648
524288,3.077053,170.386385
524288,3.062025,171.222625
524288,3.057935,171.451673
524288,3.055374,171.595368
524288,3.056436,171.535733
524288,3.061361,171.259754
524288,3.057994,171.448364
524288,3.059403,171.369383
524288,3.05918,171.381869
524288,3.056704,171.520695
524288,3.064008,171.111852
524288,3.058157,171.439217
524288,3.062118,171.217424
524288,3.059254,171.377723
524288,3.053069,171.724935
524288,3.063879,171.119051
524288,3.059398,171.369689
524288,3.062,171.224037
524288,3.056388,171.538426
524288,3.065393,171.034506
524288,3.063682,171.130017
524288,3.06011,171.329786
