photons,time,photons_per_second
4194304,5.506569,761.691016
4194304,5.504861,761.927264
4194304,5.518813,760.001169
4194304,5.457083,768.598117
4194304,5.452041,769.3089
4194304,5.44077,770.902604
4194304,5.45394,769.041066
4194304,5.529105,758.586442
4194304,5.306757,790.370409
4194304,5.152741,813.99465
4194304,5.128191,817.891586
4194304,5.093053,823.534298
4194304,5.076809,826.169313
4194304,5.126133,818.219894
4194304,5.192757,807.722042
4194304,5.280547,794.293524
4194304,5.173061,810.797249
4194304,5.119665,819.253669
4194304,5.124987,818.40284
4194304,5.925387,707.853232
4194304,5.829584,719.48593
4194304,5.688158,737.374776
4194304,5.15277,813.9902
4194304,5.189773,808.186472
4194304,5.262733,796.982164
4194304,5.293554,792.341749
4194304,5.121683,818.930876
4194304,5.103918,821.781165
4194304,5.232046,801.656511
4194304,5.297225,791.79262
