photons,time,photons_per_second
131072,0.274119,478.157518
131072,0.270585,484.402293
131072,0.27073,484.142138
131072,0.272991,480.132707
131072,0.269339,486.644002
131072,0.269393,486.544812
131072,0.268406,488.335109
131072,0.353366,370.924252
131072,0.268138,488.822755
131072,0.267872,489.307559
131072,0.270269,484.96857
131072,0.269508,486.338338
131072,0.267479,490.027806
131072,0.265317,494.019471
131072,0.268643,487.904075
131072,0.270362,484.801624
131072,0.268274,488.574676
131072,0.270433,484.67454
131072,0.268137,488.82405
131072,0.268278,488.568448
131072,0.267601,489.804474
131072,0.268536,488.098576
131072,0.268832,487.560424
131072,0.270261,484.982459
131072,0.267759,489.515483
131072,0.267928,489.205964
131072,0.269307,486.700473
131072,0.266642,491.565894
131072,0.268138,488.822355
131072,0.268934,487.376303
