photons,time,photons_per_second
524288,0.575266,911.384129
524288,0.571419,917.519948
524288,0.563516,930.387507
524288,0.557308,940.750072
524288,0.555057,944.566171
524288,0.556678,941.816385
524288,0.556091,942.810496
524288,0.557093,941.113184
524288,0.556882,941.470264
524288,0.557597,940.262506
524288,0.557588,940.27778
524288,0.557417,940.566572
524288,0.557424,940.554818
524288,0.555794,943.314048
524288,0.556119,942.762454
524288,0.556423,942.247909
524288,0.556023,942.925403
524288,0.555806,943.293936
524288,0.556224,942.584078
524288,0.554505,945.506591
524288,0.554223,945.987471
524288,0.555427,943.936467
524288,0.554893,944.846001
524288,0.555892,943.147444
524288,0.556823,941.569931
524288,0.556697,941.783615
524288,0.554769,945.057244
524288,0.555161,944.388506
524288,0.556908,941.427034
524288,0.556022,942.926659
