photons,time,photons_per_second
17825792,0.5931,30055.307096
17825792,0.604651,29481.1206
17825792,0.640019,27851.989851
17825792,0.635089,28068.169964
17825792,0.608852,29277.722413
17825792,0.627016,28429.550735
17825792,0.630007,28294.580892
17825792,0.633666,28131.193183
17825792,0.605416,29443.892276
17825792,0.683089,26095.874232
17825792,0.630665,28265.076524
17825792,0.600484,29685.723723
17825792,0.639453,27876.613343
17825792,0.685091,26019.608183
17825792,0.668203,26677.196073
17825792,0.639205,27887.452122
17825792,0.652737,27309.301337
17825792,0.660658,26981.889736
17825792,0.606287,29401.594155
17825792,0.633978,28117.368484
17825792,0.642459,27746.190552
17825792,0.612223,29116.485786
17825792,0.645158,27630.098469
17825792,0.663739,26856.618118
17825792,0.675081,26405.400672
17825792,0.598038,29807.139669
17825792,0.641356,27793.908311
17825792,0.589945,30216.042267
17825792,0.593091,30055.742957
17825792,0.60638,29397.048496
