photons,time,photons_per_second
14155776,0.695619,20349.903384
14155776,0.685591,20647.550844
14155776,0.692965,20427.846336
14155776,0.740568,19114.744298
14155776,0.696491,20324.432198
14155776,0.693841,20402.045417
14155776,0.716126,19767.166576
14155776,0.694219,20390.92687
14155776,0.698197,20274.75907
14155776,0.695123,20364.411897
14155776,0.697805,20286.147775
14155776,0.71562,19781.133581
14155776,0.688852,20549.796829
14155776,0.698633,20262.11363
14155776,0.697189,20304.081787
14155776,0.77348,18301.414022
14155776,0.741702,19085.533856
14155776,0.692521,20440.942778
14155776,0.689689,20524.862264
14155776,0.691444,20472.785682
14155776,0.700945,20195.259324
14155776,0.687882,20578.782985
14155776,0.696322,20329.339918
14155776,0.691178,20480.652795
14155776,0.696831,20314.501732
14155776,0.691069,20483.876615
14155776,0.691204,20479.883585
14155776,0.702018,20164.412248
14155776,0.690127,20511.845941
14155776,0.688461,20561.46684
